32831,18-2,Traill St,18-2 Traill St,POINT (-71.13619510069196 42.37551514862435)
3656,182,Brattle St,182 Brattle St,POINT (-71.13751414163096 42.3765838018841)
2904,15,Elmwood Ave,15 Elmwood Ave,POINT (-71.13772284333264 42.37599753417416)
6029,28,Vineyard St,28 Vineyard St,POINT (-71.15338694554488 42.37869040462557)
6161,26,Vineyard St,26 Vineyard St,POINT (-71.15330519930195 42.378615921959195)
14502,1-A,May St,1-A May St,POINT (-71.15370539396145 42.37819354465041)
5054,238,Huron Ave,238 Huron Ave,POINT (-71.13355067308768 42.38132935409453)
31479,240,Huron Ave,240 Huron Ave,POINT (-71.13355067308768 42.38132935409453)
5013,234,Huron Ave,234 Huron Ave,POINT (-71.13336822629324 42.381312338170254)
14281,236,Huron Ave,236 Huron Ave,POINT (-71.13336822629324 42.381312338170254)
9266,5,Wyman Rd,5 Wyman Rd,POINT (-71.13292687674232 42.38118679092131)
1613,12,Hemlock Rd,12 Hemlock Rd,POINT (-71.13317911335761 42.380307181422914)
10277,5,Appleton Rd,5 Appleton Rd,POINT (-71.1337007124307 42.38074260028902)
1564,11,Appleton Rd,11 Appleton Rd,POINT (-71.13351681064206 42.3807449819447)
998,104,Holworthy St,104 Holworthy St,POINT (-71.1510553129117 42.37728324356852)
14250,106,Holworthy St,106 Holworthy St,POINT (-71.1510639778408 42.37731050609027)
24998,57,Fresh Pond Pl,57 Fresh Pond Pl,POINT (-71.15323986838462 42.379570598146614)
3999,199,Lakeview Ave,199 Lakeview Ave,POINT (-71.13984251358575 42.38207083196148)
4289,203,Lakeview Ave,203 Lakeview Ave,POINT (-71.1396252314918 42.38216159138151)
4267,201,Lakeview Ave,201 Lakeview Ave,POINT (-71.13968444426516 42.382254365417445)
4266,201-1/2,Lakeview Ave,201-1/2 Lakeview Ave,POINT (-71.13977651247211 42.38253895098139)
5787,277,Lakeview Ave,277 Lakeview Ave,POINT (-71.14096364473683 42.38407225979738)
14169,275,Lakeview Ave,275 Lakeview Ave,POINT (-71.14086271564176 42.38405869175071)
7355,381-A,Huron Ave,381-A Huron Ave,POINT (-71.13931068426413 42.38121216322772)
2210,137,Fresh Pond Pkwy,137 Fresh Pond Pkwy,POINT (-71.14444506862785 42.380983788436666)
16687,139,Fresh Pond Pkwy,139 Fresh Pond Pkwy,POINT (-71.14443410002522 42.38100210408097)
11054,94,Fayerweather St,94 Fayerweather St,POINT (-71.13704640974201 42.381943683918635)
13518,94-A,Fayerweather St,94-A Fayerweather St,POINT (-71.13704194493809 42.38196373531653)
12268,239,Huron Ave,239 Huron Ave,POINT (-71.13344780909014 42.38157624749652)
12270,162-R,Appleton St,162-R Appleton St,POINT (-71.13363711889808 42.381863838829084)
24327,164,Appleton St,164 Appleton St,POINT (-71.13368455454714 42.381970455432054)
3630,180,Appleton St,180 Appleton St,POINT (-71.13345250410953 42.38239927511998)
12273,182,Appleton St,182 Appleton St,POINT (-71.13344177931572 42.38241788308953)
24442,200,Appleton St,200 Appleton St,POINT (-71.13314302566958 42.38285208843305)
4272,202,Appleton St,202 Appleton St,POINT (-71.13290216203816 42.38282820541134)
12281,204,Appleton St,204 Appleton St,POINT (-71.1328347660744 42.38278803583569)
10278,7,Appleton Ter,7 Appleton Ter,POINT (-71.1329445304227 42.382483024841015)
1881,127-A,Lakeview Ave,127-A Lakeview Ave,POINT (-71.13901812530179 42.380138058070784)
11217,97,Lakeview Ave,97 Lakeview Ave,POINT (-71.13924908989897 42.37932656767535)
8094,45,Fayerweather St,45 Fayerweather St,POINT (-71.13797250046439 42.379480712825696)
8093,45-A,Fayerweather St,45-A Fayerweather St,POINT (-71.13796333433532 42.3793911238878)
2928,15,Gurney St,15 Gurney St,POINT (-71.13854948244735 42.38006591988935)
1459,115,Lakeview Ave,115 Lakeview Ave,POINT (-71.13949905673287 42.37996798851399)
3460,177,Lexington Ave,177 Lexington Ave,POINT (-71.1409030590214 42.380199966286554)
25120,74,Lakeview Ave,74 Lakeview Ave,POINT (-71.13959573757693 42.37849647110001)
14394,94-A,Lakeview Ave,94-A Lakeview Ave,POINT (-71.13974880316299 42.379074611355044)
13565,272,Concord Ave,272 Concord Ave,POINT (-71.13353795365 42.38325246359554)
8606,50,Fayerweather St,50 Fayerweather St,POINT (-71.13720358696679 42.379791344897725)
8950,56,Fayerweather St,56 Fayerweather St,POINT (-71.13744865108902 42.38001443856974)
24981,54,Fayerweather St,54 Fayerweather St,POINT (-71.13742161159215 42.37993899162292)
5554,25,Reservoir St,25 Reservoir St,POINT (-71.13662081085288 42.37917866038426)
24578,27,Reservoir St,27 Reservoir St,POINT (-71.13645616736453 42.37924988373475)
6457,320,Huron Ave,320 Huron Ave,POINT (-71.1366758830257 42.38096311556822)
9042,57,Reservoir St,57 Reservoir St,POINT (-71.13604779043533 42.38097653323712)
9933,70,Fayerweather St,70 Fayerweather St,POINT (-71.13733183414827 42.38058611331866)
9721,68,Fayerweather St,68 Fayerweather St,POINT (-71.13735427706966 42.38050222014579)
10360,7,Longfellow Rd,7 Longfellow Rd,POINT (-71.13439417488605 42.375241449040395)
30505,9,Longfellow Rd,9 Longfellow Rd,POINT (-71.13441393709726 42.37530153374173)
26082,43,Moulton St,43 Moulton St,POINT (-71.14811737041573 42.3910933976313)
15941,27,Moulton St,27 Moulton St,POINT (-71.14853479928128 42.390686138255774)
15040,24,Lowell St,24 Lowell St,POINT (-71.13302224299083 42.3754509924807)
24528,24-A,Lowell St,24-A Lowell St,POINT (-71.13286171406824 42.375478069454154)
29156,4,Gibson Ter,4 Gibson Ter,POINT (-71.13271936434269 42.37575724309109)
1999,12,Hubbard Park Rd,12 Hubbard Park Rd,POINT (-71.13132281765675 42.37662046176597)
26635,101,Foster St,101 Foster St,POINT (-71.13101560377712 42.37652774963254)
9070,58,Fayerweather St,58 Fayerweather St,POINT (-71.13741929696342 42.380201854153604)
6569,320,Rindge Ave,320 Rindge Ave,POINT (-71.13709350879634 42.3922503232548)
31336,316,Rindge Ave,316 Rindge Ave,POINT (-71.13665086027673 42.39188948063569)
31337,318,Rindge Ave,318 Rindge Ave,POINT (-71.1370003559862 42.39178324514311)
7442,356,Rindge Ave,356 Rindge Ave,POINT (-71.13831083653693 42.393654821829145)
12971,358,Rindge Ave,358 Rindge Ave,POINT (-71.1383203622039 42.39359856810068)
12972,368,Rindge Ave,368 Rindge Ave,POINT (-71.13865267680198 42.39368051933306)
12973,370,Rindge Ave,370 Rindge Ave,POINT (-71.13865431594424 42.39366849404671)
8849,54,Garden St,54 Garden St,POINT (-71.1255488784098 42.38049871426951)
8953,56,Garden St,56 Garden St,POINT (-71.12593796843933 42.38074493343546)
6199,2,Garden Ln,2 Garden Ln,POINT (-71.12593255501959 42.38048156333702)
25729,3,Garden Ln,3 Garden Ln,POINT (-71.12595948258401 42.38051432754943)
3203,16,Bond St,16 Bond St,POINT (-71.126678433729 42.38101707136878)
244,33,Concord Ave,33 Concord Ave,POINT (-71.12611530068502 42.380084588010824)
25233,97-R,Walden St,97-R Walden St,POINT (-71.12590181445894 42.38811471808256)
30942,11-B,Walnut Ave,11-B Walnut Ave,POINT (-71.12251191564792 42.38743521908234)
9254,5,Walnut Ave,5 Walnut Ave,POINT (-71.12197980730653 42.386980796148784)
26381,90,Walker St,90 Walker St,POINT (-71.12350968911 42.3814899846744)
31175,62,Linnaean St,62 Linnaean St,POINT (-71.12452967121357 42.38111757694667)
261,56,Linnaean St,56 Linnaean St,POINT (-71.12546322527218 42.38213854054942)
23883,46,Linnaean St,46 Linnaean St,POINT (-71.12467971603564 42.382819066559534)
30936,46-R,Linnaean St,46-R Linnaean St,POINT (-71.124732146643 42.38274763273394)
260,54,Linnaean St,54 Linnaean St,POINT (-71.12544722368972 42.38243259540484)
23884,48,Linnaean St,48 Linnaean St,POINT (-71.12495617663646 42.38265944326565)
24968,52-A,Linnaean St,52-A Linnaean St,POINT (-71.12531754591204 42.38251150783784)
25903,48-A,Linnaean St,48-A Linnaean St,POINT (-71.12507140414246 42.3826250418236)
12295,1878,Massachusetts Ave,1878 Massachusetts Ave,POINT (-71.1196173028849 42.38828286468519)
30938,1890,Massachusetts Ave,1890 Massachusetts Ave,POINT (-71.11962293812623 42.38830685510765)
27817,1880,Massachusetts Ave,1880 Massachusetts Ave,POINT (-71.1196173028849 42.38828286468519)
12103,41,Winslow St,41 Winslow St,POINT (-71.12922342573225 42.3851270648751)
23990,1,Cutler Ave,1 Cutler Ave,POINT (-71.12808259724522 42.38442981562672)
11137,97,Garden St,97 Garden St,POINT (-71.12838549166375 42.38400387439986)
24681,31,Gray Gdns E,31 Gray Gdns E,POINT (-71.12798711341932 42.38384895836035)
1642,11,Madison St,11 Madison St,POINT (-71.12933747168765 42.382136505841736)
11374,9/1/2002,Madison St,9-1/2 Madison St,POINT (-71.12968798143255 42.38211773203075)
12293,5,Madison St,5 Madison St,POINT (-71.12959077944126 42.38200636390779)
10363,7,Madison St,7 Madison St,POINT (-71.12950685523639 42.38199634632092)
12294,9,Madison St,9 Madison St,POINT (-71.1294918632642 42.38200606790421)
25094,7/1/2002,Madison St,7-1/2 Madison St,POINT (-71.12955945633152 42.38201540452235)
24648,3/1/2002,Madison St,3-1/2 Madison St,POINT (-71.12967902863733 42.38193890896185)
7603,3,Madison St,3 Madison St,POINT (-71.12959376287297 42.38194710163043)
7856,32,Coolidge Hill Rd,32 Coolidge Hill Rd,POINT (-71.13947432391342 42.37443271672085)
5675,10,Coolidge Ave,10 Coolidge Ave,POINT (-71.13964291063415 42.37427203661469)
7855,28,Coolidge Hill Rd,28 Coolidge Hill Rd,POINT (-71.13947990634578 42.374210625302574)
4393,24,Coolidge Hill Rd,24 Coolidge Hill Rd,POINT (-71.13948541859196 42.37406537914698)
250,5,Bond St,5 Bond St,POINT (-71.12642865409819 42.381393027027634)
204,60,Garden St,60 Garden St,POINT (-71.12863659993612 42.38208489218498)
11321,9,Garden Ter,9 Garden Ter,POINT (-71.1283987510183 42.38229744247609)
24087,11,Garden Ter,11 Garden Ter,POINT (-71.12843281109431 42.38220539869112)
2980,15,Orrin St,15 Orrin St,POINT (-71.13117670882694 42.384178019915616)
13142,11,Orrin St,11 Orrin St,POINT (-71.13116976621069 42.38418719223685)
31524,13,Orrin St,13 Orrin St,POINT (-71.13116976621069 42.38418719223685)
6357,28,Donnell St,28 Donnell St,POINT (-71.13156433363542 42.38452097997628)
6358,30,Donnell St,30 Donnell St,POINT (-71.13155115053915 42.38462244901402)
1962,14,Donnell St,14 Donnell St,POINT (-71.13214453235707 42.383985683424214)
13137,10,Donnell St,10 Donnell St,POINT (-71.13222185146373 42.38392150464818)
1405,113,Huron Ave,113 Huron Ave,POINT (-71.12999357087767 42.383438958180065)
13138,115,Huron Ave,115 Huron Ave,POINT (-71.1300008936649 42.38342875002571)
13140,119-C,Huron Ave,119-C Huron Ave,POINT (-71.13032883336858 42.38336547454693)
31137,243-13,Concord Ave,243-13 Concord Ave,POINT (-71.1321133886114 42.38352294524876)
31138,243-14,Concord Ave,243-14 Concord Ave,POINT (-71.13200789718819 42.38347520534506)
13576,245-15,Concord Ave,245-15 Concord Ave,POINT (-71.13236925895929 42.383396267917526)
31140,245-17,Concord Ave,245-17 Concord Ave,POINT (-71.13239107851867 42.383343619833134)
31126,243-2,Concord Ave,243-2 Concord Ave,POINT (-71.13220357180143 42.383116197247844)
31132,243-8,Concord Ave,243-8 Concord Ave,POINT (-71.13208921237702 42.383257596293994)
31133,243-9,Concord Ave,243-9 Concord Ave,POINT (-71.1319648017601 42.38330438666153)
24218,134,Coolidge Hill,134 Coolidge Hill,POINT (-71.13846431083039 42.37273729911505)
2781,155,Richdale Ave,155 Richdale Ave,POINT (-71.12679811162043 42.38931939941509)
25624,178,Coolidge Hill,178 Coolidge Hill,POINT (-71.13807442411377 42.37156766483346)
25624,178,Coolidge Hill,178 Coolidge Hill,POINT (-71.13803487953767 42.371715402148574)
25624,178,Coolidge Hill,178 Coolidge Hill,POINT (-71.13801530869726 42.37141676407101)
25624,178,Coolidge Hill,178 Coolidge Hill,POINT (-71.13764254081954 42.37170968979558)
25624,178,Coolidge Hill,178 Coolidge Hill,POINT (-71.13767407316095 42.37185483387442)
25624,178,Coolidge Hill,178 Coolidge Hill,POINT (-71.13768865522373 42.37198533365057)
25624,178,Coolidge Hill,178 Coolidge Hill,POINT (-71.13710158131047 42.372064423078456)
25624,178,Coolidge Hill,178 Coolidge Hill,POINT (-71.13705840012317 42.37195786337472)
25624,178,Coolidge Hill,178 Coolidge Hill,POINT (-71.13705946534381 42.37180312592304)
25624,178,Coolidge Hill,178 Coolidge Hill,POINT (-71.13663114073532 42.3716511363604)
25624,178,Coolidge Hill,178 Coolidge Hill,POINT (-71.13689683521345 42.37149134397375)
25624,178,Coolidge Hill,178 Coolidge Hill,POINT (-71.13661955973235 42.37138625150318)
25624,178,Coolidge Hill,178 Coolidge Hill,POINT (-71.13717308728698 42.37133964271618)
25731,40,Gerrys Landing Rd,40 Gerrys Landing Rd,POINT (-71.1357750449039 42.373296986467025)
25623,177,Coolidge Hill,177 Coolidge Hill,POINT (-71.13728318409485 42.37271592450586)
24184,127,Coolidge Hill,127 Coolidge Hill,POINT (-71.13786890927386 42.373309383259915)
157,3,Gerrys Landing Rd,3 Gerrys Landing Rd,POINT (-71.13700211803102 42.3735247179959)
25732,6,Gerrys Landing Rd,6 Gerrys Landing Rd,POINT (-71.13778529540554 42.374285779131945)
7338,12,Gerrys Landing Rd,12 Gerrys Landing Rd,POINT (-71.13741393342391 42.37417976579615)
31627,58,Oxford St,58 Oxford St,POINT (-71.11629848914666 42.38001943142748)
397,36,Oxford St,36 Oxford St,POINT (-71.11633599155067 42.37948018595227)
784,38,Oxford St,38 Oxford St,POINT (-71.11489041898375 42.379685399326206)
23830,11,Divinity Ave,11 Divinity Ave,POINT (-71.11457992554064 42.37825125933008)
23835,21,Divinity Ave,21 Divinity Ave,POINT (-71.1146725784334 42.37849035734977)
16066,13-A,Kirkland Pl,13-A Kirkland Pl,POINT (-71.11325650148633 42.378333039891245)
23837,6,Divinity Ave,6 Divinity Ave,POINT (-71.11409551739528 42.37803893390728)
23833,2,Divinity Ave,2 Divinity Ave,POINT (-71.11390013545986 42.37755010752148)
24815,39,Kirkland St,39 Kirkland St,POINT (-71.11247889206089 42.37724055742302)
31614,6,Kirkland Pl,6 Kirkland Pl,POINT (-71.11260329571428 42.37747442546214)
8519,4,Kirkland Pl,4 Kirkland Pl,POINT (-71.11263991855732 42.377385002936364)
765,21,Kirkland St,21 Kirkland St,POINT (-71.11494997128446 42.376811800335304)
23960,27,Kirkland St,27 Kirkland St,POINT (-71.1145791882799 42.37700008467278)
766,12,Oxford St,12 Oxford St,POINT (-71.11592357166334 42.377259619662695)
31463,29,Francis Ave,29 Francis Ave,POINT (-71.11311546355988 42.37937140930055)
25645,10,Divinity Ave,10 Divinity Ave,POINT (-71.11291821516991 42.378730015734625)
245,48,Garden St,48 Garden St,POINT (-71.12514462813984 42.37996781274452)
6495,31,Concord Ave,31 Concord Ave,POINT (-71.12598564458558 42.37973332904569)
24692,31-R,Concord Ave,31-R Concord Ave,POINT (-71.12588392703547 42.37987526461473)
243,4,Bond St,4 Bond St,POINT (-71.12673835454154 42.380519085393935)
3200,8,Bond St,8 Bond St,POINT (-71.12649526284297 42.38051393276893)
3199,12,Bond St,12 Bond St,POINT (-71.1265262500358 42.38069413311579)
3204,18,Bond St,18 Bond St,POINT (-71.12653356447993 42.380896133469705)
3205,58-H1,Garden St,58-H1 Garden St,POINT (-71.12623613175512 42.38080828488057)
31123,58-H2,Garden St,58-H2 Garden St,POINT (-71.12621219143477 42.38077731480186)
4779,222,Brattle St,222 Brattle St,POINT (-71.14080501211933 42.37564296723125)
11103,1,Eliot St,1 Eliot St,POINT (-71.12125507920011 42.37276043307788)
17625,104,Mt Auburn St,104 Mt Auburn St,POINT (-71.12106972022099 42.3727757450632)
17622,97,Winthrop St,97 Winthrop St,POINT (-71.12113346429787 42.37250233423872)
17610,28,Eliot St,28 Eliot St,POINT (-71.12113917876867 42.37166410609508)
17612,24,Eliot St,24 Eliot St,POINT (-71.12124606649247 42.3717207718009)
17605,59,JFK St,59 JFK St,POINT (-71.12086916222697 42.37186870735272)
17607,61,JFK St,61 JFK St,POINT (-71.12089341906353 42.37183736736134)
9592,63,JFK St,63 JFK St,POINT (-71.12090875871458 42.37181766926923)
28787,31,JFK St,31 JFK St,POINT (-71.12003298891301 42.37286618443419)
11148,29,JFK St,29 JFK St,POINT (-71.12003298891301 42.37286618443419)
23319,60,Jackson Cir,60 Jackson Cir,POINT (-71.13567206047155 42.3923618027961)
23305,46,Jackson Cir,46 Jackson Cir,POINT (-71.13524202525353 42.39219750057026)
23335,76,Jackson Cir,76 Jackson Cir,POINT (-71.13612842305587 42.39203161074326)
23336,77,Jackson Cir,77 Jackson Cir,POINT (-71.13612652350332 42.39191723768301)
23352,93,Jackson Cir,93 Jackson Cir,POINT (-71.13562846884821 42.39161679029275)
23418,109,Jackson Pl,109 Jackson Pl,POINT (-71.13513013229054 42.39130939775729)
23419,110,Jackson Pl,110 Jackson Pl,POINT (-71.13511174185923 42.39135155357222)
7544,3,Berkeley St,3 Berkeley St,POINT (-71.12415076564224 42.37767032723457)
24799,38,Fernald Dr,38 Fernald Dr,POINT (-71.12674623254541 42.382760385729014)
24853,40,Fernald Dr,40 Fernald Dr,POINT (-71.1266310402533 42.38237307694108)
24659,30,Fernald Dr,30 Fernald Dr,POINT (-71.12597995030738 42.38267776303298)
24698,32,Fernald Dr,32 Fernald Dr,POINT (-71.12619166900215 42.38258025193056)
24598,28,Fernald Dr,28 Fernald Dr,POINT (-71.12626845231576 42.38297463774338)
24305,16,Fernald Dr,16 Fernald Dr,POINT (-71.12532113273276 42.382986020502116)
25686,18,Fernald Dr,18 Fernald Dr,POINT (-71.12556295268054 42.38289930303484)
23844,4,Fernald Dr,4 Fernald Dr,POINT (-71.12567540401774 42.38369064876049)
24023,10,Fernald Dr,10 Fernald Dr,POINT (-71.12555337296746 42.383480240157674)
23876,3,James St,3 James St,POINT (-71.12302287477078 42.37577218792382)
318,18,Mason St,18 Mason St,POINT (-71.12273357037732 42.376159910939144)
23979,8,Garden St,8 Garden St,POINT (-71.12197550260679 42.37587004906705)
30892,28,Dewolfe St,28 Dewolfe St,POINT (-71.1167413657034 42.36937073463434)
395,35,Oxford St,35 Oxford St,POINT (-71.1167935898096 42.3791468542869)
391,33,Oxford St,33 Oxford St,POINT (-71.1168411936003 42.378787409916185)
389,20,Everett St,20 Everett St,POINT (-71.11769587596855 42.37963079119202)
386,1575,Massachusetts Ave,1575 Massachusetts Ave,POINT (-71.11818883343862 42.37845745762348)
23912,25,Oxford St,25 Oxford St,POINT (-71.11697714149257 42.37810859956566)
380,1,Oxford St,1 Oxford St,POINT (-71.11668751215527 42.37611740978451)
377,1805,Cambridge St,1805 Cambridge St,POINT (-71.11827045014206 42.37632951445752)
329,1511,Massachusetts Ave,1511 Massachusetts Ave,POINT (-71.11915752902608 42.376700209764095)
375,1515,Massachusetts Ave,1515 Massachusetts Ave,POINT (-71.1194723582472 42.37708144862901)
375,1515,Massachusetts Ave,1515 Massachusetts Ave,POINT (-71.11878120806524 42.37697748772728)
23892,1557,Massachusetts Ave,1557 Massachusetts Ave,POINT (-71.11924883927102 42.3782357351393)
25970,1545,Massachusetts Ave,1545 Massachusetts Ave,POINT (-71.11838271710407 42.37799700721067)
23891,1525,Massachusetts Ave,1525 Massachusetts Ave,POINT (-71.11898511355321 42.37751043529381)
6373,30,Holworthy Pl,30 Holworthy Pl,POINT (-71.14929765356578 42.376703180067906)
5869,27,Larchwood Dr,27 Larchwood Dr,POINT (-71.14380584782371 42.37681909417567)
3565,17,Larchwood Dr,17 Larchwood Dr,POINT (-71.14339438965263 42.377022425795786)
24835,4,Meadow Way,4 Meadow Way,POINT (-71.1435783171889 42.37708607859964)
89,11,Old Dee Rd,11 Old Dee Rd,POINT (-71.14457710750754 42.375983684615356)
6053,296,Huron Ave,296 Huron Ave,POINT (-71.13560294078901 42.38128698643349)
24625,294,Huron Ave,294 Huron Ave,POINT (-71.13560294078901 42.38128698643349)
11425,9,Sibley Ct,9 Sibley Ct,POINT (-71.1312196303016 42.37576259400699)
23856,18,Harvard Yard,18 Harvard Yard,POINT (-71.11794618330536 42.37559164553808)
23760,14,Harvard Yard,14 Harvard Yard,POINT (-71.11829112255218 42.375166067631135)
23855,15,Harvard Yard,15 Harvard Yard,POINT (-71.11803606940569 42.37525032760715)
23754,13,Harvard Yard,13 Harvard Yard,POINT (-71.11774486867067 42.37510038041355)
23769,17,Harvard Yard,17 Harvard Yard,POINT (-71.11762481601819 42.37546532125324)
23854,12,Harvard Yard,12 Harvard Yard,POINT (-71.11821502073236 42.37477358735834)
23762,11,Harvard Yard,11 Harvard Yard,POINT (-71.11834952339613 42.37450403571313)
23770,10,Harvard Yard,10 Harvard Yard,POINT (-71.11851370446078 42.374260424986)
23866,8,Harvard Yard,8 Harvard Yard,POINT (-71.11840038986777 42.37363078094199)
23887,1341,Massachusetts Ave,1341 Massachusetts Ave,POINT (-71.11813818069476 42.3732826854764)
23752,7,Harvard Yard,7 Harvard Yard,POINT (-71.11782359041356 42.3735915123804)
23865,5,Harvard Yard,5 Harvard Yard,POINT (-71.11724127929287 42.37341221752923)
23862,29,Harvard Yard,29 Harvard Yard,POINT (-71.11579264249765 42.37316142236782)
23863,31,Harvard Yard,31 Harvard Yard,POINT (-71.11638301741667 42.37379937625788)
23936,17,Quincy St,17 Quincy St,POINT (-71.11523263403299 42.373407839206926)
32109,19,Quincy St,19 Quincy St,POINT (-71.11517385197361 42.373957113297465)
23858,25,Harvard Yard,25 Harvard Yard,POINT (-71.11562890648116 42.37438539026664)
32110,35,Quincy St,35 Quincy St,POINT (-71.11499215632527 42.37461200698539)
23747,22,Harvard Yard,22 Harvard Yard,POINT (-71.11623562132912 42.375160936630465)
23747,22,Harvard Yard,22 Harvard Yard,POINT (-71.11600754749938 42.37540255637704)
23756,19,Harvard Yard,19 Harvard Yard,POINT (-71.11723652418004 42.37546804881039)
23771,21,Harvard Yard,21 Harvard Yard,POINT (-71.11683252560339 42.37503264443282)
23853,1,Harvard Yard,1 Harvard Yard,POINT (-71.11713376598672 42.374555505522935)
23772,3,Harvard Yard,3 Harvard Yard,POINT (-71.11719425487154 42.37393234809267)
25803,391,Harvard St,391 Harvard St,POINT (-71.11376175373796 42.37210960568234)
328,1,Garden St,1 Garden St,POINT (-71.12074304593504 42.37551599540638)
16538,11-R,Flagg St,11-R Flagg St,POINT (-71.11398882661577 42.36793861262196)
4868,22,Centre St,22 Centre St,POINT (-71.10972669289549 42.36954397865588)
15304,54,Jay St,54 Jay St,POINT (-71.10999473008226 42.36621089888257)
15307,52,Jay St,52 Jay St,POINT (-71.10994920746622 42.366159760397075)
8420,49,Jay St,49 Jay St,POINT (-71.1101923412804 42.36603350381633)
14932,51,Jay St,51 Jay St,POINT (-71.11020810133056 42.36608498428861)
8803,53,Kinnaird St,53 Kinnaird St,POINT (-71.10961873876951 42.36630615297994)
8744,52,Kinnaird St,52 Kinnaird St,POINT (-71.10938389967204 42.36636356550826)
15330,49,Kinnaird St,49 Kinnaird St,POINT (-71.10947914993265 42.36624007705592)
8270,47,Kinnaird St,47 Kinnaird St,POINT (-71.10935304051776 42.3661488702315)
24335,17,Ellery Sq,17 Ellery Sq,POINT (-71.10935836048732 42.3724661722134)
23857,23,Harvard Yard,23 Harvard Yard,POINT (-71.1157328634197 42.37477069289379)
23857,23,Harvard Yard,23 Harvard Yard,POINT (-71.11639921142928 42.37497134311226)
23773,6,Harvard Yard,6 Harvard Yard,POINT (-71.11700132415437 42.373077392550144)
23773,6,Harvard Yard,6 Harvard Yard,POINT (-71.11632601204921 42.37289273003963)
23933,12,Quincy St,12 Quincy St,POINT (-71.1143625735287 42.37280360928592)
23937,20,Quincy St,20 Quincy St,POINT (-71.11442548186943 42.373181296082755)
26190,25,Prescott St,25 Prescott St,POINT (-71.11377517559812 42.37418359545793)
23751,101,Dunster St,101 Dunster St,POINT (-71.12082069984884 42.37022329765035)
32819,48,Mill St,48 Mill St,POINT (-71.11991463540228 42.370481429594754)
28824,32,Mill St,32 Mill St,POINT (-71.11860810952074 42.37039080549907)
32465,111,Plympton St,111 Plympton St,POINT (-71.11815302827999 42.36987970096112)
23761,10,Holyoke Pl,10 Holyoke Pl,POINT (-71.1182127336446 42.37116980608455)
25830,25,Holyoke St,25 Holyoke St,POINT (-71.11883564051767 42.37173288260425)
368,74,Mt Auburn St,74 Mt Auburn St,POINT (-71.11851757121383 42.371837917776844)
15619,72,Mt Auburn St,72 Mt Auburn St,POINT (-71.1183317767623 42.3717746281333)
23920,59,Plympton St,59 Plympton St,POINT (-71.11738944392766 42.37108324055489)
23767,58,Plympton St,58 Plympton St,POINT (-71.11708562016744 42.37110735202619)
23767,58,Plympton St,58 Plympton St,POINT (-71.11732645033257 42.37052964194801)
23904,8,Mill St,8 Mill St,POINT (-71.11740128310088 42.37010293781385)
23828,25,Dewolfe St,25 Dewolfe St,POINT (-71.11688752812248 42.36992236545165)
23750,945,Memorial Dr,945 Memorial Dr,POINT (-71.11581786916888 42.36862773439741)
23763,45,Flagg St,45 Flagg St,POINT (-71.11546374905004 42.36825705133315)
9,35-A,Bay St,35-A Bay St,POINT (-71.11144366107666 42.36735398869519)
24728,33-A,Bay St,33-A Bay St,POINT (-71.11143988622007 42.36736077040254)
6766,33,Bay St,33 Bay St,POINT (-71.11143439991551 42.36737006262777)
15569,1336,Massachusetts Ave,1336 Massachusetts Ave,POINT (-71.11839182779205 42.372978965422625)
25525,695,Cambridge St,695 Cambridge St,POINT (-71.08812370362757 42.3721779158226)
10588,85,Chilton St,85 Chilton St,POINT (-71.13767009860787 42.38372390246201)
43,139,Massachusetts Ave,139 Massachusetts Ave,POINT (-71.09490755348018 42.36035071423588)
24744,34,Madison St,34 Madison St,POINT (-71.1282267655786 42.38251959236328)
1338,110,Second St,110 Second St,POINT (-71.07920743422285 42.36775415559599)
4724,21,Seventh St,21 Seventh St,POINT (-71.0856332266415 42.372067902668846)
14806,99,Upland Rd,99 Upland Rd,POINT (-71.123322400862 42.387641757507424)
411,16,Wendell St,16 Wendell St,POINT (-71.11833475771535 42.381525826049796)
414,18,Wendell St,18 Wendell St,POINT (-71.11828398094102 42.38152261103254)
7422,38,Kelley St,38 Kelley St,POINT (-71.13114533102487 42.383109774537914)
24899,46,Fayerweather St,46 Fayerweather St,POINT (-71.13762079316378 42.37920354201253)
2056,12,Traill St,12 Traill St,POINT (-71.1365369781243 42.37590190433785)
3601,17,Rockwell St,17 Rockwell St,POINT (-71.11118986135489 42.36262553346587)
3127,166,Cushing St,166 Cushing St,POINT (-71.1527294218325 42.37941513188898)
3476,180,Garden St,180 Garden St,POINT (-71.13295882909595 42.38578862199384)
25624,178,Coolidge Hill,178 Coolidge Hill,POINT (-71.13866511635656 42.37154637644732)
7108,362,Broadway,362 Broadway,POINT (-71.10422531402439 42.37047093715004)
24407,2,Broadway Ter,2 Broadway Ter,POINT (-71.10433081406234 42.37036281295153)
844,359,Broadway,359 Broadway,POINT (-71.10386904942179 42.37060806402698)
6965,350,Broadway,350 Broadway,POINT (-71.10379096149744 42.370298543293416)
12041,348,Broadway,348 Broadway,POINT (-71.10373503981991 42.37027858758323)
7647,356,Broadway,356 Broadway,POINT (-71.10401211407884 42.370387388803884)
7128,366,Broadway,366 Broadway,POINT (-71.10451287360894 42.37055802232557)
7226,370,Broadway,370 Broadway,POINT (-71.10482716262078 42.370715065284024)
12038,368,Broadway,368 Broadway,POINT (-71.10469947717479 42.37066217500855)
