6124,27,Kinnaird St,27 Kinnaird St,-71.10926703304240000000,42.3653234348648340000000
6370,30,Hancock St,30 Hancock St,-71.10962344584155000000,42.367505043289825000000
6433,249,River St,249 River St,-71.11207984841091000000,42.36286957612595000000
6468,318,Franklin St,318 Franklin St,-71.10706501782562000000,42.36551966721491000000
6572,321,Franklin St,321 Franklin St,-71.10698131512014000000,42.365700624245854000000
6592,324,Franklin St,324 Franklin St,-71.10723303301070000000,42.36562278282970000000
6653,32,Hancock St,32 Hancock St,-71.10960693393147000000,42.36754058276271000000
6665,32,Kinnaird St,32 Kinnaird St,-71.10901070974981000000,42.36561252632288000000
6920,34,Hancock St,34 Hancock St,-71.10953530803152000000,42.36761146674509000000
6930,34,Kinnaird St,34 Kinnaird St,-71.10901668655055000000,42.365688107691724000000
6954,34,Soden St,34 Soden St,-71.10843221950994000000,42.366279746761045000000
6998,345,Franklin St,345 Franklin St,-71.10760166905251000000,42.366084338690754000000
7130,369,Franklin St,369 Franklin St,-71.10802315361046000000,42.3663278574849000000
7186,36,Kinnaird St,36 Kinnaird St,-71.10902783839485000000,42.365777097512066000000
7229,359,Green St,359 Green St,-71.10560264838983000000,42.36569708176481000000
7347,382,Franklin St,382 Franklin St,-71.10847382184824000000,42.36635858152142000000
7404,38,Kinnaird St,38 Kinnaird St,-71.10884972154524000000,42.365845591613486000000
7634,3,Soden St,3 Soden St,-71.10806683336936000000,42.365324083263715000000
7725,40,Kinnaird St,40 Kinnaird St,-71.10904417742060000000,42.365890303762440000000
7873,429,Franklin St,429 Franklin St,-71.10905613374331000000,42.36709682270277000000
7903,42,Kinnaird St,42 Kinnaird St,-71.10906746011977000000,42.365963533878904000000
8003,441,Franklin St,441 Franklin St,-71.10938962955122000000,42.36705797761861000000
8041,44,Kinnaird St,44 Kinnaird St,-71.10908434695295000000,42.3660721955336000000
8073,454,Green St,454 Green St,-71.10753759504507000000,42.36666335090546000000
8074,457,Franklin St,457 Franklin St,-71.10963674397843000000,42.36719137559484000000
8179,46,Kinnaird St,46 Kinnaird St,-71.10908923669695000000,42.366175381380486000000
8305,489,Green St,489 Green St,-71.10831607408590000000,42.367276582314830000000
8349,48,Kinnaird St,48 Kinnaird St,-71.10914744052286000000,42.36628995066918000000
8388,491,Green St,491 Green St,-71.10842826605797000000,42.367331959194104000000
8394,495,Green St,495 Green St,-71.10848492326949000000,42.36736647007112000000
8395,496,Green St,496 Green St,-71.10868878736375000000,42.36712392536699000000
8397,498,Green St,498 Green St,-71.10865525918702000000,42.36727520343647000000
8579,501,Green St,501 Green St,-71.10863599961080000000,42.367466305587160000000
8583,502,Green St,502 Green St,-71.10877124008564000000,42.367339282434195000000
8590,505,Green St,505 Green St,-71.10871648493757000000,42.36750714270654000000
8591,508,Green St,508 Green St,-71.10890486841146000000,42.367410857683154000000
8594,509,Green St,509 Green St,-71.10880077242805000000,42.367551765799824000000
8614,50,Hancock St,50 Hancock St,-71.10911250565023000000,42.36793484042085000000
8657,515,Green St,515 Green St,-71.10894111858518000000,42.36763276733822000000
8718,521,Green St,521 Green St,-71.10914895256404000000,42.367750214759376000000
8719,516,Green St,516 Green St,-71.10909645400060000000,42.3675104206917150000000
8725,527,Green St,527 Green St,-71.10929676093820000000,42.3678086557360060000000
8955,56,Hancock St,56 Hancock St,-71.10899259473477000000,42.36810209223835000000
9080,54,Kinnaird St,54 Kinnaird St,-71.10952068117992000000,42.3664305359025000000
9209,5,Jay St,5 Jay St,-71.10985427690737000000,42.36389173338577000000
9304,56-1/2,Howard St,56-1/2 Howard St,-71.11065922863703000000,42.36595521446573000000
6964,34,William St,34 William St,-71.10687800300452000000,42.36361063512498000000
7508,39,Magazine St,39 Magazine St,-71.10698554101484000000,42.3630038931057000000
5589,260,Harvard St,260 Harvard St,-71.10221800214052000000,42.36834175597932000000
5644,269,Harvard St,269 Harvard St,-71.10280553343797000000,42.36880778665945000000
6242,2,St Paul St,2 St Paul St,-71.10267009740961000000,42.36740019829818000000
6607,326,Broadway,326 Broadway,-71.10172266989862000000,42.36944232182077000000
6711,330,Broadway,330 Broadway,-71.10217116441247000000,42.369560736400736000000
7628,3,St Paul St,3 St Paul St,-71.10291369790230000000,42.367630460435120000000
8457,4,Austin Pk,4 Austin Pk,-71.10422105482160000000,42.367289945956740000000
9240,5,St Paul St,5 St Paul St,-71.10304455304129000000,42.36767946365348000000
9668,675,Massachusetts Ave,675 Massachusetts Ave,-71.10408207238503000000,42.36581271759097000000
9793,6,Austin Pk,6 Austin Pk,-71.10403599558565000000,42.36746210551903000000
9896,6,St Paul St,6 St Paul St,-71.10303323508305000000,42.36754162584713000000
7474,39,Amory St,39 Amory St,-71.10152499122151000000,42.370541289785606000000
8307,48,Amory St,48 Amory St,-71.10098619319949000000,42.37055100782012000000
8549,4,St Mary Rd,4 St Mary Rd,-71.10051035742036000000,42.37075603668517000000
9864,6,King Pl,6 King Pl,-71.10179018126874000000,42.370851847970556000000
5126,23,Lee St,23 Lee St,-71.10679968328513000000,42.36899104066912000000
5281,24,Fayette St,24 Fayette St,-71.10332261790490000000,42.372239083079110000000
5317,24,Maple Ave,24 Maple Ave,-71.10443080156674000000,42.372557432862514000000
5472,25,Bigelow St,25 Bigelow St,-71.10502511404562000000,42.36848176657959000000
5485,25,Clinton St,25 Clinton St,-71.10567848078762000000,42.368951565573205000000
5498,25,Fainwood Cir,25 Fainwood Cir,-71.10367837307656000000,42.37289716207314000000
5528,25,Inman St,25 Inman St,-71.10452023018507000000,42.367930663592176000000
5603,262,Hampshire St,262 Hampshire St,-71.10204961697747000000,42.3743126735089000000
5656,26-R,Antrim St,26-R Antrim St,-71.10297140878852000000,42.370934580992675000000
5672,26,Clinton St,26 Clinton St,-71.10526241559636000000,42.36907925931928000000
5715,26,Maple Ave,26 Maple Ave,-71.10427305902134000000,42.3727525259238000000
5827,27,Clinton St,27 Clinton St,-71.10552731395160000000,42.369109747877410000000
5843,27,Fainwood Cir,27 Fainwood Cir,-71.10381802919133000000,42.372942834770384000000
5862,27,Inman St,27 Inman St,-71.10443207202754000000,42.368048575242895000000
5929,284,Harvard St,284 Harvard St,-71.10449368815651000000,42.36915836104494000000
5974,28,Fayette St,28 Fayette St,-71.10307860625720000000,42.372388553028060000000
6000,28,Lee St,28 Lee St,-71.10658664107662000000,42.36881758963542000000
6005,28,Maple Ave,28 Maple Ave,-71.10399033101046000000,42.37274022465903000000
6086,29,Bigelow St,29 Bigelow St,-71.10492322858516000000,42.36861347335313000000
6108,29,Fayette St,29 Fayette St,-71.10341983617344000000,42.372539095413266000000
6192,2,Fayette Pk,2 Fayette Pk,-71.10468507126052000000,42.37136679981572000000
6207,2,Hancock Pl,2 Hancock Pl,-71.10687762185590000000,42.369638646860340000000
6216,2,Inman Pl,2 Inman Pl,-71.10371497015646000000,42.36980585932385000000
6288,304,Harvard St,304 Harvard St,-71.10621613784683000000,42.36974017277715000000
6328,30,Antrim St,30 Antrim St,-71.10311072602067000000,42.371095980649116000000
6349,28,Clinton St,28 Clinton St,-71.10523588317086000000,42.36910433666045000000
6384,30,Lee St,30 Lee St,-71.10639951332931000000,42.369000949918764000000
6428,310,Harvard St,310 Harvard St,-71.10658043508674000000,42.369842846447284000000
6447,314,Harvard St,314 Harvard St,-71.10681738562315000000,42.36991876027661000000
6503,31,Fayette St,31 Fayette St,-71.10340381354402000000,42.37262305210843000000
6623,32,Antrim St,32 Antrim St,-71.10296248392741000000,42.37102488486275000000
6667,32,Lee St,32 Lee St,-71.10629553180240000000,42.3690928940832950000000
6797,33,Inman St,33 Inman St,-71.10429477718576000000,42.36824986256002000000
7271,37,Antrim St,37 Antrim St,-71.10318739402763000000,42.371351039517435000000
7275,37,Bigelow St,37 Bigelow St,-71.10487967963610000000,42.368970323228970000000
7276,35,Bigelow St,35 Bigelow St,-71.10469325714612000000,42.36885756917064000000
7553,3,Clinton St,3 Clinton St,-71.10668193041931000000,42.36787730015734000000
7580,3,Hancock Pk,3 Hancock Pk,-71.10597025254599000000,42.3704265207087000000
7728,40,Lee St,40 Lee St,-71.10603491389234000000,42.36938890886875000000
7803,41,Lee St,41 Lee St,-71.10567695867100000000,42.3701304640876400000000
7877,42,Antrim St,42 Antrim St,-71.10294694353690000000,42.3713232498367350000000
7907,42,Maple Ave,42 Maple Ave,-71.10395197534723000000,42.37321341851798000000
7959,43,Fayette St,43 Fayette St,-71.10312088433653000000,42.372848024533084000000
7976,43,Lee St,43 Lee St,-71.10558383606805000000,42.37022272210806000000
8095,45,Fayette St,45 Fayette St,-71.10303800940483000000,42.372928764256145000000
8109,45,Lee St,45 Lee St,-71.10549408103738000000,42.370318886238195000000
8308,48,Antrim St,48 Antrim St,-71.10284428562434000000,42.371424769970574000000
8358,48,Maple Ave,48 Maple Ave,-71.10388640408607000000,42.373297637700645000000
8490,4,Fayette Pk,4 Fayette Pk,-71.10479446388717000000,42.371439474042894000000
8502,4,Hancock Pk,4 Hancock Pk,-71.10590989885988000000,42.370578967299124000000
8748,52,Maple Ave,52 Maple Ave,-71.10380080728288000000,42.37339680733311000000
8791,51,Fayette St,51 Fayette St,-71.10284919925995000000,42.3731473392293000000
8882,55,Antrim St,55 Antrim St,-71.10289467277583000000,42.37173982514003000000
8963,56,Maple Ave,56 Maple Ave,-71.10372884203295000000,42.3734918465364000000
9179,5,Fainwood Cir,5 Fainwood Cir,-71.10310983625422000000,42.37324686594171000000
9181,5,Fayette St,5 Fayette St,-71.10446724153418000000,42.37124797314299000000
9197,5,Hancock Pl,5 Hancock Pl,-71.10699964930375000000,42.36959463203798000000
9312,60,Maple Ave,60 Maple Ave,-71.10364412653252000000,42.373605881894115000000
9350,61,Antrim St,61 Antrim St,-71.10280725160868000000,42.37185118573807000000
9415,62,Antrim St,62 Antrim St,-71.10261843695434000000,42.371716266818396000000
9475,63,Inman St,63 Inman St,-71.10276875244553000000,42.37048854593678000000
9565,65,Antrim St,65 Antrim St,-71.10277160320480000000,42.371936083812420000000
9646,66,Maple Ave,66 Maple Ave,-71.10352311048598000000,42.37374667639555000000
9673,67,Antrim St,67 Antrim St,-71.10267833869962000000,42.37205659443945000000
11582,24,Oak St,24 Oak St,-71.09955667262370000000,42.374316670531680000000
11588,1309,Cambridge St,1309 Cambridge St,-71.09950705947823000000,42.37364929905293000000
11593,1297,Cambridge St,1297 Cambridge St,-71.09920126816343000000,42.3736173668383000000
11626,22,Clary St,22 Clary St,-71.09860401759600000000,42.37407533739846600000000
11572,14,Springfield St,14 Springfield St,-71.10053231171764000000,42.374165341436125000000
10071,744,Massachusetts Ave,744 Massachusetts Ave,-71.10521138548626000000,42.36609564952209000000
10648,872,Massachusetts Ave,872 Massachusetts Ave,-71.10758604776508000000,42.36762055390636000000
10687,888,Massachusetts Ave,888 Massachusetts Ave,-71.10807941397958000000,42.3678594866498000000
10719,898,Massachusetts Ave,898 Massachusetts Ave,-71.10841884362850000000,42.368020511006650000000
10951,910,Massachusetts Ave,910 Massachusetts Ave,-71.10878329406783000000,42.36827345403288000000
11428,10,Soden St,10 Soden St,-71.10836529606387000000,42.36554096434002000000
11429,9,Soden St,9 Soden St,-71.10809342979587000000,42.36559899989483000000
13504,380,Green St,380 Green St,-71.10580998760868000000,42.36563437814353000000
13530,486,Green St,486 Green St,-71.10834877942177000000,42.36710401877148000000
13531,461,Franklin St,461 Franklin St,-71.10974818428886000000,42.367262289373855000000
13532,28,Hancock St,28 Hancock St,-71.10967203546483000000,42.36748247056159000000
13533,315,Franklin St,315 Franklin St,-71.10683252722374000000,42.36562492740086000000
13534,17,Pleasant St,17 Pleasant St,-71.10656266537218000000,42.365577852321000000
13608,844,Massachusetts Ave,844 Massachusetts Ave,-71.10707876717649000000,42.36733065129566000000
13609,846,Massachusetts Ave,846 Massachusetts Ave,-71.10714329592567000000,42.36736900964021000000
13610,848,Massachusetts Ave,848 Massachusetts Ave,-71.10720343935066000000,42.36729089373551000000
13611,850,Massachusetts Ave,850 Massachusetts Ave,-71.10741850608058000000,42.36710141728583000000
13612,852,Massachusetts Ave,852 Massachusetts Ave,-71.10752778604106000000,42.36712327915364000000
13613,854,Massachusetts Ave,854 Massachusetts Ave,-71.10758970397990000000,42.367210277113010000000
13614,856,Massachusetts Ave,856 Massachusetts Ave,-71.10737005267481000000,42.36740100313046000000
13615,858,Massachusetts Ave,858 Massachusetts Ave,-71.10727422959039000000,42.3674523380253000000
13616,860,Massachusetts Ave,860 Massachusetts Ave,-71.10732404369907000000,42.36748179621061000000
13617,862,Massachusetts Ave,862 Massachusetts Ave,-71.10736132155148000000,42.36750695412725000000
13618,864,Massachusetts Ave,864 Massachusetts Ave,-71.10739085605056000000,42.36752294589506000000
13619,507,Green St,507 Green St,-71.10877248154672000000,42.36753800053174000000
13621,884,Massachusetts Ave,884 Massachusetts Ave,-71.10799903915432000000,42.367805710551636000000
13622,896,Massachusetts Ave,896 Massachusetts Ave,-71.10826362833544000000,42.3680138614468000000
13623,896-A,Massachusetts Ave,896-A Massachusetts Ave,-71.10833857917085000000,42.368048235726995000000
13625,906,Massachusetts Ave,906 Massachusetts Ave,-71.10866083733957000000,42.36820870572876000000
13626,904,Massachusetts Ave,904 Massachusetts Ave,-71.10861207524918000000,42.36818385667425000000
13627,900,Massachusetts Ave,900 Massachusetts Ave,-71.10856510861123000000,42.368100380776866000000
13744,746,Massachusetts Ave,746 Massachusetts Ave,-71.10527470139196000000,42.366129934574964000000
13745,750,Massachusetts Ave,750 Massachusetts Ave,-71.10541689493495000000,42.3662208616622000000
13746,738,Massachusetts Ave,738 Massachusetts Ave,-71.10515892641423000000,42.366062764737975000000
13747,736,Massachusetts Ave,736 Massachusetts Ave,-71.10508893294694000000,42.36602254271049000000
13750,700,Massachusetts Ave,700 Massachusetts Ave,-71.10487568347155000000,42.36590075058329000000
13751,698,Massachusetts Ave,698 Massachusetts Ave,-71.10477284790838000000,42.36583345644761000000
14572,18,Soden St,18 Soden St,-71.10839376384148000000,42.3660117148839000000
